Index Project Svr,DNS Name,EC2 Name,uptime or status, .. , no users,avg load for 1 , for 5 min,15 min,disk,size,GB,used,%
,www.kuali.org, ec2-174-129-193-43.compute-1.amazonaws.com,  15:00:16 up 149 days, 15:09,  0 users,  load average: 0.11, 0.11, 0.10, /dev/xvda1,8.0G,1.5G,6.2G,19%,/,,shared:www:www:production
,cal.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,ci.kc.kuali.org, ec2-174-129-80-250.compute-1.amazonaws.com, page not found, ,
,cm.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,code.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,docs.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,events.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,feeds.kuali.org,1682iaw.feedproxy.ghs.google.com, Google Hosted Services(ghs) no check,
,groups.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,home.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,sandbox.kuali.org, wsa139.uits.indiana.edu, page not found, ,
,test.kr.kuali.org, wsa131.uits.indiana.edu, page not found, ,
,mail.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,sites.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,video.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,kuali.sandbox.kuali.org, wsa139.uits.indiana.edu, page not found, ,
,student.sandbox.kuali.org, wsa139.uits.indiana.edu, page not found, ,
,moderator.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,openldap.kuali.org, ec2-72-44-63-236.compute-1.amazonaws.com, page not found, ,
,us.ready-dev.kuali.org, us1.ready-dev.kuali.org, page not found, ,
,us.ready-qa.kuali.org, us1.ready-qa.kuali.org, page not found, ,
,us.ready-staging.kuali.org, us1.ready-staging.kuali.org, page not found, ,
,testhome.kuali.org,ghs.google.co, Google Hosted Services(ghs) no check,
,wave.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,dev.cas.kuali.org, ec2-174-129-170-136.compute-1.amazonaws.com, page not found, ,
,maven.kuali.org,maven.kuali.org.s3.amazonaws.com, S3 Data Archiver no check,
,downloads.kfs.kuali.org,downloads.kfs.kuali.org.s3.amazonaws.com, S3 Data Archiver no check,
,downloads.kc.kuali.org,downloads.kc.kuali.org.s3.amazonaws.com, S3 Data Archiver no check,
,db.kis.kuali.org,kis.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,downloads.kuali.org,downloads.kuali.org.s3.amazonaws.com, S3 Data Archiver no check,
,help.kuali.org, kuali.estreamdesk.com, page not found, ,
,db.dev.kuali.org,dev.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,db.fisheye.kuali.org,fisheye.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,test.db.kfs.kuali.org,kfs-test.cddaaptdzgz4.us-east-1.rds.amazonaws.com, RDS-no check,
,site.origin.kuali.org,site.origin.kuali.org.s3.amazonaws.com, S3 Data Archiver no check,
,site.kuali.org,d25qhq2wna27m6.cloudfront.net, cloudfront-no check,
,site.maven.kuali.org,d25qhq2wna27m6.cloudfront.net, cloudfront-no check,
,sakai.kuali.org, ec2-67-202-28-53.compute-1.amazonaws.com, page not found, ,
,stg.db.kfs.kuali.org,kfs-stg.cddaaptdzgz4.us-east-1.rds.amazonaws.com, RDS-no check,
,oracle.kfs.kuali.org, ci.kf, page not found, ,
,start.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,kuali-nexus-lb, ec2-50-19-21-45.compute-1.amazonaws.com, ,InService,kuali-nexus-lb-287160402.us-east-1.elb.amazonaws.com
,nexus.kuali.org, ec2-50-19-21-45.compute-1.amazonaws.com,  14:58:39 up 269 days, 13 min,  0 users,  load average: 0.21, 0.10, 0.04, /dev/sda1,60G,38G,20G,67%,/,,shared:kuali-nexus-as:nexus:production:nexus
,newsletter.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,test.mm.kfs.kuali.org, ec2-50-16-173-234.compute-1.amazonaws.com, page not found, ,
,oracle.kmm.kuali.org,kmm-cnv.cddaaptdzgz4.us-east-1.rds.amazonaws.co, RDS-no check,
,i-45b94026, deploy1.m, ,running,shared:mobility1:production:mobility
,mysql.m.kuali.org,mobility-mysql.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,mobility-env1-lb, m, ,InService,mobility-env1-lb-1316468708.us-east-1.elb.amazonaws.com
,devkd2011.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,conference.kc.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,kcw.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,oraclerds.kfs.kuali.org,kfs.cddaaptdzgz4.us-east-1.rds.amazonaws.com, RDS-no check,
,nexus1.kuali.org, ec2-107-22-101-0.compute-1.amazonaws.com, page not found, ,
,nexus2.kuali.org, ec2-23-20-86-20.compute-1.amazonaws.com, page not found, ,
,nexus3.kuali.org,ec2-50-17-62-119.compute-1.amazonaws.com, S3 Data Archiver no check,
,fossology.kuali.org, , , ,fossology:new.fossology:decommision:shared
,new.fossology.kuali.org, , , ,fossology:new.fossology:decommision:shared
,db.dev.kis.kuali.org,db-dev-kis.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,kam4jcm3y5kb76or5eico7tf4fh3f7yr._domainkey.kuali.org, kam4jcm3y5kb76or5eico7tf4fh3f7yr.dkim.amazonses.com, page not found, ,
,cyuugtb4obthnropzloyticx3jijqy4u._domainkey.kuali.org, cyuugtb4obthnropzloyticx3jijqy4u.dkim.amazonses.com, page not found, ,
,jlwnqoirgbne5v4x5b22mvjcayqyy7wr._domainkey.kuali.org, jlwnqoirgbne5v4x5b22mvjcayqyy7wr.dkim.amazonses.com, page not found, ,
,ci.fn.kuali.org, ec2-23-22-222-214.compute-1.amazonaws.com,  18:58:42 up 266 days, 22:42,  0 users,  load average: 0.00, 0.01, 0.05, /dev/xvda1,99G,58G,41G,59%,/,,ci.fn
,db.fecru.kuali.org,fecru.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,new-fisheye.kuali.org, ec2-174-129-169-206.compute-1.amazonaws.com, page not found, ,
,new-crowd.kuali.org, ec2-50-17-163-28.compute-1.amazonaws.com, page not found, ,
,old-crowd.kuali.org, ec2-54-242-2-231.compute-1.amazonaws.com, page not found, ,
,new-www.kuali.org, ec2-50-17-39-239.compute-1.amazonaws.com, page not found, ,
,old-www.kuali.org, , , ,website:old-www:decommision:shared
,dev-drupal.kuali.org, ec2-174-129-65-161.compute-1.amazonaws.com, page not found, ,
,www.dev-drupal.kuali.org, ec2-174-129-65-161.compute-1.amazonaws.com, page not found, ,
,db-dev-www.kuali.org,db-dev-www.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,db-www.kuali.org,www.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,dev-cas.kuali.org, ec2-54-234-59-29.compute-1.amazonaws.com, Timedout alarm, ,cas:development:dev-cas:shared
,test-www.kuali.org, ec2-107-20-8-76.compute-1.amazonaws.com,  14:57:37 up 127 days, 15:24,  0 users,  load average: 0.08, 0.03, 0.05, /dev/xvda1,8.0G,1.5G,6.2G,19%,/,,shared:www:test-www:test
,db-dev-www-rep.kuali.org,db-dev-www-rep.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,db-test-www.kuali.org,db-test-www.cbrgy2t2gji6.us-east-1.rds.amazonaws.com, RDS-no check,
,blog.kuali.org,ghs.google.com, Google Hosted Services(ghs) no check,
,kmbn2dk6p56c.kuali.org, gv-tth5zvdovvmrbq.dv.googlehosted.com, page not found, ,
,sonar.kuali.org, ec2-54-224-234-137.compute-1.amazonaws.com,  18:59:14 up  4:52,  0 users,  load average: 0.00, 0.01, 0.05, /dev/xvda1,25G,7.5G,17G,31%,/,,sonar-3.5.1-2013-06-25
